"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 16 12:07:12 GMT 2024","Fri Feb 16 12:07:15 GMT 2024","2398","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldBeCreated","Test Case should be created",""
"failed","Fri Feb 16 12:07:13 GMT 2024","Fri Feb 16 12:07:27 GMT 2024","13670","QaseIO smoke test","Thread #4","tests.TestPlanTest","tests.TestPlanTest","testPlanShouldBeCreated","Test Plan positive creation",""
"passed","Fri Feb 16 12:07:26 GMT 2024","Fri Feb 16 12:07:32 GMT 2024","5458","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","pageNavigationButtonsShouldChangeListOfProjects","Page navigation should work correctly",""
"passed","Fri Feb 16 12:07:47 GMT 2024","Fri Feb 16 12:07:50 GMT 2024","3009","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldBeCreated","Create new project",""
"passed","Fri Feb 16 12:07:19 GMT 2024","Fri Feb 16 12:07:21 GMT 2024","1484","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","incorrectProjectCodeFormat","Try to create new project with too long project code",""
"passed","Fri Feb 16 12:08:11 GMT 2024","Fri Feb 16 12:08:14 GMT 2024","2392","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldNotBeRemovedIfDeletionConfirmationWasCanceled","Project should not be deleted if deletion confirmation was canceled",""
"passed","Fri Feb 16 12:07:41 GMT 2024","Fri Feb 16 12:07:45 GMT 2024","4482","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Fri Feb 16 12:07:07 GMT 2024","Fri Feb 16 12:07:10 GMT 2024","3182","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","credentialsShouldBeCorrect","Credentials should be correct",""
"passed","Fri Feb 16 12:07:54 GMT 2024","Fri Feb 16 12:08:07 GMT 2024","12909","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldBeRemovedIfItWasDeleted","Project should be removed if it was deleted",""
"passed","Fri Feb 16 12:07:27 GMT 2024","Fri Feb 16 12:07:28 GMT 2024","1291","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","emailMustMatchEmailFormat","Email must match email format",""
"passed","Fri Feb 16 12:07:30 GMT 2024","Fri Feb 16 12:07:35 GMT 2024","4614","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Fri Feb 16 12:07:30 GMT 2024","Fri Feb 16 12:07:41 GMT 2024","11518","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","passwordFieldShouldBeMandatory","Password field should be mandatory",""
"passed","Fri Feb 16 12:07:43 GMT 2024","Fri Feb 16 12:07:46 GMT 2024","3529","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","successfulLogin","Successful login to Qase",""
"passed","Fri Feb 16 12:08:28 GMT 2024","Fri Feb 16 12:08:31 GMT 2024","2810","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","sameProjectCodeExists","Try to create new project with existing project code in use",""
"passed","Fri Feb 16 12:07:41 GMT 2024","Fri Feb 16 12:07:43 GMT 2024","1548","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectCodeShouldBeMoreThen1Character","Try to create new project with too short project code",""
"passed","Fri Feb 16 12:07:48 GMT 2024","Fri Feb 16 12:07:50 GMT 2024","1532","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","userShouldBeForcedToChangePasswordIfItsLeaked","The user should be forced to change password if it's information is leaked",""
"passed","Fri Feb 16 12:07:51 GMT 2024","Fri Feb 16 12:07:55 GMT 2024","3475","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Fri Feb 16 12:07:13 GMT 2024","Fri Feb 16 12:07:25 GMT 2024","11991","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","emailFieldShouldBeMandatory","Email field should be mandatory",""
"passed","Fri Feb 16 12:07:36 GMT 2024","Fri Feb 16 12:07:36 GMT 2024","828","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectCodeShouldBeLessThen11Characters","Try to create new project with too long project code",""
"passed","Fri Feb 16 12:07:21 GMT 2024","Fri Feb 16 12:07:24 GMT 2024","2882","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldBelongToItsSuite","Test Case should belong to it's test suite",""
"passed","Fri Feb 16 12:07:10 GMT 2024","Fri Feb 16 12:07:14 GMT 2024","4046","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","createdProjectShouldBeDisplayedInProjectsList","Created project displayed in projects list",""
"passed","Fri Feb 16 12:08:17 GMT 2024","Fri Feb 16 12:08:24 GMT 2024","7534","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","rowsPerPageDefinesNumberOfProjectsDisplayedOnPage","Rows per page defines number of projects displayed on page",""
