"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 12 12:57:25 GMT 2024","Mon Feb 12 12:57:29 GMT 2024","4531","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Mon Feb 12 12:56:53 GMT 2024","Mon Feb 12 12:56:56 GMT 2024","3642","QaseIO smoke test","Thread #4","tests.TestPlanTest","tests.TestPlanTest","testPlanCreationTest","testPlanCreationTest",""
"passed","Mon Feb 12 12:57:44 GMT 2024","Mon Feb 12 12:57:46 GMT 2024","2288","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","sameProjectCodeExists","Try to create new project with existing project code in use",""
"passed","Mon Feb 12 12:57:26 GMT 2024","Mon Feb 12 12:57:28 GMT 2024","1698","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","userShouldBeForcedToChangePasswordIfItsLeaked","The user should be forced to change password if it's information is leaked",""
"passed","Mon Feb 12 12:56:52 GMT 2024","Mon Feb 12 12:56:54 GMT 2024","1845","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldBeCreated","Test Case should be created",""
"passed","Mon Feb 12 12:57:05 GMT 2024","Mon Feb 12 12:57:12 GMT 2024","6491","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Mon Feb 12 12:57:09 GMT 2024","Mon Feb 12 12:57:21 GMT 2024","11541","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","passwordFieldShouldBeMandatory","Password field should be mandatory",""
"passed","Mon Feb 12 12:56:49 GMT 2024","Mon Feb 12 12:56:53 GMT 2024","3337","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","createdProjectShouldBeDisplayedInProjectsList","Created project displayed in projects list",""
"passed","Mon Feb 12 12:57:29 GMT 2024","Mon Feb 12 12:57:32 GMT 2024","3007","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldNotBeRemovedIfDeletionConfirmationWasCanceled","Project should not be deleted if deletion confirmation was canceled",""
"passed","Mon Feb 12 12:57:09 GMT 2024","Mon Feb 12 12:57:10 GMT 2024","1266","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectCodeShouldBeLessThen10Characters","Try to create new project with too long project code",""
"passed","Mon Feb 12 12:56:53 GMT 2024","Mon Feb 12 12:57:04 GMT 2024","11917","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","emailFieldShouldBeMandatory","Email field should be mandatory",""
"passed","Mon Feb 12 12:57:22 GMT 2024","Mon Feb 12 12:57:26 GMT 2024","3340","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldBeRemovedIfItWasDeleted","Project should be removed if it was deleted",""
"passed","Mon Feb 12 12:57:22 GMT 2024","Mon Feb 12 12:57:25 GMT 2024","2778","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","successfulLogin","Successful login to Qase",""
"passed","Mon Feb 12 12:56:47 GMT 2024","Mon Feb 12 12:56:50 GMT 2024","3611","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","credentialsShouldBeCorrect","Credentials should be correct",""
"passed","Mon Feb 12 12:57:06 GMT 2024","Mon Feb 12 12:57:08 GMT 2024","1624","QaseIO smoke test","Thread #1","tests.LoginTest","tests.LoginTest","emailMustMatchEmailFormat","Email must match email format",""
"passed","Mon Feb 12 12:56:56 GMT 2024","Mon Feb 12 12:56:57 GMT 2024","851","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","incorrectProjectCodeFormat","Try to create new project with too long project code",""
"passed","Mon Feb 12 12:56:58 GMT 2024","Mon Feb 12 12:57:01 GMT 2024","2330","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldBelongToItsSuite","Test Case should belong to it's test suite",""
"passed","Mon Feb 12 12:57:13 GMT 2024","Mon Feb 12 12:57:14 GMT 2024","748","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectCodeShouldBeMoreThen1Character","Try to create new project with too short project code",""
"passed","Mon Feb 12 12:57:00 GMT 2024","Mon Feb 12 12:57:05 GMT 2024","5322","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","pageNavigationButtonsShouldChangeListOfProjects","Page navigation should work correctly",""
"passed","Mon Feb 12 12:57:35 GMT 2024","Mon Feb 12 12:57:41 GMT 2024","5703","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","rowsPerPageDefinesNumberOfProjectsDisplayedOnPage","Rows per page defines number of projects displayed on page",""
"passed","Mon Feb 12 12:57:17 GMT 2024","Mon Feb 12 12:57:20 GMT 2024","3472","QaseIO smoke test","Thread #3","tests.TestCasesTest","tests.TestCasesTest","testCaseShouldHasCorrectSpecs","Create Test Cases with different values",""
"passed","Mon Feb 12 12:57:17 GMT 2024","Mon Feb 12 12:57:19 GMT 2024","2523","QaseIO smoke test","Thread #2","tests.ProjectsTest","tests.ProjectsTest","projectShouldBeCreated","Create new project",""
